Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
5/11/2015 19:30,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Monday,CENTRAL,NONE,700 Block of VALLEJO ST,-122.4097917,37.79850835
5/11/2015 19:30,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,MISSION,NONE,3500 Block of 17TH ST,-122.4251209,37.76315281
5/11/2015 19:30,OTHER OFFENSES,DRIVERS LICENSE_SUSPENDED OR REVOKED,Monday,RICHMOND,ARREST_BOOKED,FULTON ST / 43RD AV,-122.5034712,37.77168767
5/11/2015 19:30,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,CENTRAL,NONE,STOCKTON ST / CALIFORNIA ST,-122.4075398,37.79224918
5/11/2015 19:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,VANNESS AV / PINE ST,-122.4221395,37.78941076
5/11/2015 19:20,MISSING PERSON,FOUND PERSON,Monday,INGLESIDE,NONE,0 Block of WANDA ST,-122.4401405,37.72289296
5/11/2015 19:20,MISSING PERSON,MISSING ADULT,Monday,INGLESIDE,NONE,0 Block of WANDA ST,-122.4401405,37.72289296
5/11/2015 19:19,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Monday,SOUTHERN,NONE,300 Block of 4TH ST,-122.3998338,37.78104322
5/11/2015 19:15,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,900 Block of NATOMA ST,-122.4155672,37.77403392
5/11/2015 19:15,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,SOUTHERN,NONE,900 Block of NATOMA ST,-122.4155672,37.77403392
5/11/2015 19:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.4105247,37.80744512
5/11/2015 19:15,ASSAULT,BATTERY,Monday,BAYVIEW,NONE,FAIRFAX AV / KEITH ST,-122.3815608,37.73812418
5/11/2015 19:15,ROBBERY,ATTEMPTED ROBBERY RESIDENCE WITH BODILY FORCE,Monday,BAYVIEW,NONE,FAIRFAX AV / KEITH ST,-122.3815608,37.73812418
5/11/2015 19:10,BURGLARY,BURGLARY_HOT PROWL_UNLAWFUL ENTRY,Monday,TARAVAL,NONE,2400 Block of 19TH AV,-122.4754586,37.7421055
5/11/2015 19:07,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,BAYVIEW,ARREST_BOOKED,1300 Block of THOMAS AV,-122.3865942,37.72781834
5/11/2015 19:07,WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Monday,BAYVIEW,ARREST_BOOKED,1300 Block of THOMAS AV,-122.3865942,37.72781834
5/11/2015 19:07,WEAPON LAWS,POSS OF LOADED FIREARM,Monday,BAYVIEW,ARREST_BOOKED,1300 Block of THOMAS AV,-122.3865942,37.72781834
5/11/2015 19:07,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,BAYVIEW,ARREST_BOOKED,1300 Block of THOMAS AV,-122.3865942,37.72781834
5/11/2015 19:07,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Monday,SOUTHERN,NONE,700 Block of MARKET ST,-122.4039191,37.7871161
5/11/2015 19:07,WEAPON LAWS,FIREARM_LOADED_IN VEHICLE_POSSESSION OR USE,Monday,BAYVIEW,ARREST_BOOKED,1300 Block of THOMAS AV,-122.3865942,37.72781834
5/11/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.4105247,37.80744512
5/11/2015 19:00,BURGLARY,BURGLARY OF STORE_FORCIBLE ENTRY,Monday,MISSION,NONE,3900 Block of 24TH ST,-122.4307837,37.75144796
5/11/2015 19:00,BURGLARY,BURGLARY_FORCIBLE ENTRY,Monday,MISSION,NONE,3400 Block of 26TH ST,-122.4190004,37.74904383
5/11/2015 19:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,PARK,NONE,1400 Block of FULTON ST,-122.4406711,37.77648328
5/11/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,300 Block of PRECITA AV,-122.4124638,37.74729205
5/11/2015 19:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,MISSION,ARREST_BOOKED,VALENCIA ST / CUNNINGHAM PL,-122.4213554,37.75937227
5/11/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,MISSION,NONE,BRYANT ST / 19TH ST,-122.4099973,37.76048534
5/11/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,LYON ST / GOLDEN GATE AV,-122.4435079,37.77808926
5/11/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,JONES ST / FILBERT ST,-122.4159472,37.80054586
5/11/2015 18:59,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Monday,TARAVAL,UNFOUNDED,19TH AV / TARAVAL ST,-122.4756443,37.74305055
5/11/2015 18:59,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Monday,TARAVAL,ARREST_BOOKED,28TH AV / LAWTON ST,-122.4863816,37.75753885
5/11/2015 18:59,NON-CRIMINAL,AIDED CASE,Monday,TARAVAL,ARREST_BOOKED,28TH AV / LAWTON ST,-122.4863816,37.75753885
5/11/2015 18:58,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Monday,INGLESIDE,ARREST_BOOKED,0 Block of SENECA AV,-122.4404618,37.71802736
5/11/2015 18:58,WEAPON LAWS,POSS OF LOADED FIREARM,Monday,INGLESIDE,ARREST_BOOKED,0 Block of SENECA AV,-122.4404618,37.71802736
5/11/2015 18:58,FAMILY OFFENSES,MINOR WITHOUT PROPER PARENTAL CARE,Monday,INGLESIDE,ARREST_BOOKED,4900 Block of MISSION ST,-122.4386951,37.71969203
5/11/2015 18:58,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,INGLESIDE,ARREST_BOOKED,4900 Block of MISSION ST,-122.4386951,37.71969203
5/11/2015 18:50,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,700 Block of 7TH AV,-122.4649447,37.77438417
5/11/2015 18:40,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,SOUTHERN,NONE,8TH ST / MINNA ST,-122.4126203,37.77702593
5/11/2015 18:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,1200 Block of THE EMBARCADERONORTH ST,-122.4043871,37.80607839
5/11/2015 18:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,2400 Block of OFARRELL ST,-122.4447555,37.78163133
5/11/2015 18:30,FRAUD,FRAUDULENT CREDIT APPLICATION,Monday,TARAVAL,NONE,200 Block of MIRAMAR AV,-122.4582596,37.72401558
5/11/2015 18:30,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,TARAVAL,NONE,200 Block of MIRAMAR AV,-122.4582596,37.72401558
5/11/2015 18:27,WARRANTS,ENROUTE TO PAROLE OFFICER,Monday,BAYVIEW,ARREST_BOOKED,1100 Block of FITZGERALD AV,-122.3903603,37.72050646
5/11/2015 18:27,WARRANTS,WARRANT ARREST,Monday,BAYVIEW,ARREST_BOOKED,1100 Block of FITZGERALD AV,-122.3903603,37.72050646
5/11/2015 18:24,OTHER OFFENSES,DRIVERS LICENSE_SUSPENDED OR REVOKED,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/11/2015 18:20,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,TARAVAL,NONE,200 Block of WINSTON DR,-122.4779767,37.72693464
5/11/2015 18:19,VANDALISM,MALICIOUS MISCHIEF_VANDALISM,Monday,SOUTHERN,NONE,1500 Block of HOWARD ST,-122.4166673,37.77212328
5/11/2015 18:18,ASSAULT,BATTERY,Monday,MISSION,NONE,2600 Block of BRYANT ST,-122.4089834,37.75198704
5/11/2015 18:18,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,MISSION,NONE,2600 Block of BRYANT ST,-122.4089834,37.75198704
5/11/2015 18:18,VANDALISM,MALICIOUS MISCHIEF_VANDALISM OF VEHICLES,Monday,MISSION,NONE,2600 Block of BRYANT ST,-122.4089834,37.75198704
5/11/2015 18:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.4329146,37.78435334
5/11/2015 18:02,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,SOUTHERN,ARREST_BOOKED,0 Block of DORE ST,-122.4129331,37.77392745
5/11/2015 18:02,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Monday,SOUTHERN,ARREST_BOOKED,0 Block of DORE ST,-122.4129331,37.77392745
5/11/2015 18:02,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,SOUTHERN,ARREST_BOOKED,0 Block of DORE ST,-122.4129331,37.77392745
5/11/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.4105247,37.80744512
5/11/2015 18:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,300 Block of MADISON ST,-122.4221604,37.72477981
5/11/2015 18:00,VANDALISM,MALICIOUS MISCHIEF_VANDALISM OF VEHICLES,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/11/2015 18:00,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Monday,PARK,NONE,1900 Block of GEARY BL,-122.4361973,37.78378829
5/11/2015 18:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,RICHMOND,NONE,600 Block of 47TH AV,-122.508194,37.77660126
5/11/2015 18:00,OTHER OFFENSES,TRAFFIC COLLISION_HIT & RUN_INJURY,Monday,CENTRAL,NONE,LEAVENWORTH ST / POST ST,-122.4149967,37.78745307
5/11/2015 18:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,SAN JOSE AV / 26TH ST,-122.4212874,37.7488499
5/11/2015 18:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,NONE,5TH ST / MISSION ST,-122.406482,37.78273179
5/11/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,10TH ST / HARRISON ST,-122.4112792,37.77157858
5/11/2015 17:59,MISSING PERSON,MISSING JUVENILE,Monday,BAYVIEW,NONE,NEWHALL ST / HUDSON AV,-122.388275,37.74004674
5/11/2015 17:59,MISSING PERSON,FOUND PERSON,Monday,BAYVIEW,NONE,NEWHALL ST / HUDSON AV,-122.388275,37.74004674
5/11/2015 17:50,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,2900 Block of ALEMANY BL,-122.4526193,37.71168739
5/11/2015 17:45,FORGERY/COUNTERFEITING,COUNTERFEITING_COINS OR NOTES,Monday,SOUTHERN,ARREST_BOOKED,800 Block of MARKET ST,-122.406521,37.78506294
5/11/2015 17:45,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,1300 Block of HOWARD ST,-122.4141202,37.7741613
5/11/2015 17:44,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,MISSION,ARREST_BOOKED,NATOMA ST / 15TH ST,-122.4054679,37.78192411
5/11/2015 17:44,SECONDARY CODES,GANG ACTIVITY,Monday,MISSION,ARREST_BOOKED,NATOMA ST / 15TH ST,-122.4054679,37.78192411
5/11/2015 17:44,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Monday,MISSION,ARREST_BOOKED,NATOMA ST / 15TH ST,-122.4054679,37.78192411
5/11/2015 17:41,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,BAYVIEW,NONE,1700 Block of REVERE AV,-122.3927758,37.73307817
5/11/2015 17:35,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,8TH AV / MORAGA ST,-122.4647193,37.75663012
5/11/2015 17:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,900 Block of PORTOLA DR,-122.4554234,37.7425307
5/11/2015 17:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,400 Block of CALIFORNIA ST,-122.4015481,37.79295092
5/11/2015 17:30,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,SOUTHERN,NONE,0 Block of FREELON ST,-122.3964115,37.77918761
5/11/2015 17:30,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,MISSION,NONE,18TH ST / CHURCH ST,-122.4283554,37.76125771
5/11/2015 17:19,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Monday,PARK,NONE,DEWEY BL / LAGUNAHONDA BL,-122.4591724,37.74728668
5/11/2015 17:11,ASSAULT,BATTERY,Monday,SOUTHERN,NONE,MARKET ST / 11TH ST,-122.4186983,37.77558941
5/11/2015 17:10,ASSAULT,ATTEMPTED HOMICIDE WITH A GUN,Monday,INGLESIDE,NONE,1800 Block of SUNNYDALE AV,-122.4171448,37.71215029
5/11/2015 17:10,NON-CRIMINAL,SEARCH WARRANT SERVICE,Monday,INGLESIDE,NONE,1800 Block of SUNNYDALE AV,-122.4171448,37.71215029
5/11/2015 17:08,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Monday,SOUTHERN,ARREST_BOOKED,800 Block of MARKET ST,-122.4076335,37.78418935
5/11/2015 17:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,100 Block of WESTPORTAL AV,-122.4681175,37.73890001
5/11/2015 17:00,VANDALISM,MALICIOUS MISCHIEF_VANDALISM OF VEHICLES,Monday,BAYVIEW,NONE,1500 Block of REVERE AV,-122.3892863,37.73109989
5/11/2015 17:00,ASSAULT,BATTERY,Monday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.4078454,37.78509432
5/11/2015 17:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,MISSION,NONE,2300 Block of 16TH ST,-122.4095299,37.76571844
5/11/2015 17:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,PARK,NONE,1600 Block of MCALLISTER ST,-122.4392229,37.77774275
5/11/2015 17:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,RICHMOND,NONE,0 Block of 5TH AV,-122.4636197,37.78770587
5/11/2015 17:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,NORTHERN,NONE,LARKIN ST / UNION ST,-122.4206907,37.79896889
5/11/2015 17:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,NORTHERN,NONE,BUCHANAN ST / OAK ST,-122.4275473,37.77438749
5/11/2015 16:55,ASSAULT,BATTERY,Monday,SOUTHERN,ARREST_BOOKED,9TH ST / MISSION ST,-122.4147143,37.77623104
5/11/2015 16:30,ASSAULT,BATTERY,Monday,TENDERLOIN,NONE,100 Block of EDDY ST,-122.4101352,37.78418891
5/11/2015 16:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE,800 Block of CHINABASIN ST,-122.386775,37.76537752
5/11/2015 16:20,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,CENTRAL,NONE,100 Block of CALIFORNIA ST,-122.3981953,37.79337819
5/11/2015 16:15,VEHICLE THEFT,STOLEN TRUCK,Monday,INGLESIDE,NONE,1700 Block of SUNNYDALE AV,-122.4171448,37.71215029
5/11/2015 16:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,BAYVIEW,NONE,1200 Block of MARIPOSA ST,-122.3961676,37.76382349
5/11/2015 16:00,FRAUD,CREDIT CARD_THEFT BY USE OF,Monday,CENTRAL,NONE,900 Block of KEARNY ST,-122.405284,37.79655105
5/11/2015 16:00,MISSING PERSON,MISSING JUVENILE,Monday,SOUTHERN,NONE,0 Block of MOSS ST,-122.4079992,37.77782417
5/11/2015 16:00,KIDNAPPING,CHILD STEALING,Monday,INGLESIDE,NONE,100 Block of STONERIDGE LN,-122.4262221,37.71001904
5/11/2015 16:00,MISSING PERSON,FOUND PERSON,Monday,SOUTHERN,NONE,0 Block of MOSS ST,-122.4079992,37.77782417
5/11/2015 16:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,RICHMOND,ARREST_BOOKED,6100 Block of FULTON ST,-122.4965054,37.77195265
5/11/2015 16:00,OTHER OFFENSES,PROBATION VIOLATION,Monday,RICHMOND,ARREST_BOOKED,6100 Block of FULTON ST,-122.4965054,37.77195265
5/11/2015 16:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,RICHMOND,NONE,3700 Block of CLEMENT ST,-122.4993421,37.78129688
5/11/2015 16:00,OTHER OFFENSES,FALSE PERSONATION,Monday,CENTRAL,NONE,900 Block of KEARNY ST,-122.405284,37.79655105
5/11/2015 16:00,BURGLARY,BURGLARY_VEHICLE (ARREST MADE),Monday,RICHMOND,ARREST_BOOKED,6100 Block of FULTON ST,-122.4965054,37.77195265
5/11/2015 16:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,SAN JOSE AV / 23RD ST,-122.4215191,37.75366149
5/11/2015 16:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,BUSH ST / MARK LN,-122.4047716,37.79066776
5/11/2015 15:50,NON-CRIMINAL,COURTESY REPORT,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/11/2015 15:50,ASSAULT,BATTERY_FORMER SPOUSE OR DATING RELATIONSHIP,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/11/2015 15:50,ASSAULT,FALSE IMPRISONMENT,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/11/2015 15:45,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Monday,CENTRAL,NONE,400 Block of WASHINGTON ST,-122.4007866,37.79577999
5/11/2015 15:44,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,MISSION,NONE,3100 Block of CESAR CHAVEZ ST,-122.4126011,37.74837696
5/11/2015 15:44,ASSAULT,THREATS AGAINST LIFE,Monday,MISSION,NONE,3100 Block of CESAR CHAVEZ ST,-122.4126011,37.74837696
5/11/2015 15:30,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,TARAVAL,NONE,900 Block of HOLLOWAY AV,-122.4631316,37.72163421
5/11/2015 15:30,LARCENY/THEFT,ATTEMPTED THEFT FROM A BUILDING,Monday,TARAVAL,NONE,1500 Block of TARAVAL ST,-122.4826711,37.74279814
5/11/2015 15:30,MISSING PERSON,MISSING JUVENILE,Monday,SOUTHERN,NONE,100 Block of BERRY ST,-122.3923085,37.77669228
5/11/2015 15:20,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,CENTRAL,NONE,2200 Block of LEAVENWORTH ST,-122.4178548,37.80196979
5/11/2015 15:10,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE,300 Block of KANSAS ST,-122.4036529,37.76535366
5/11/2015 15:09,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Monday,MISSION,NONE,3000 Block of 16TH ST,-122.4200705,37.764972
5/11/2015 15:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,CENTRAL,NONE,400 Block of GEARY ST,-122.4106997,37.78698819
5/11/2015 15:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,900 Block of PENNSYLVANIA AV,-122.3927443,37.75436176
5/11/2015 15:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,NORTHERN,NONE,300 Block of IVY ST,-122.4239222,37.77729679
5/11/2015 15:00,NON-CRIMINAL,LOST PROPERTY,Monday,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.4586802,37.74815547
5/11/2015 15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,MCALLISTER ST / FRANKLIN ST,-122.4218931,37.77989123
5/11/2015 14:51,STOLEN PROPERTY,STOLEN PROPERTY_POSSESSION WITH KNOWLEDGE_RECEIVING,Monday,SOUTHERN,ARREST_BOOKED,MINNA ST / 5TH ST,-122.4059343,37.78229564
5/11/2015 14:51,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,SOUTHERN,ARREST_BOOKED,MINNA ST / 5TH ST,-122.4059343,37.78229564
5/11/2015 14:51,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,SOUTHERN,ARREST_BOOKED,MINNA ST / 5TH ST,-122.4059343,37.78229564
5/11/2015 14:49,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,SOUTHERN,ARREST_BOOKED,1500 Block of MISSION ST,-122.4179754,37.77375094
5/11/2015 14:49,VANDALISM,MALICIOUS MISCHIEF_VANDALISM,Monday,SOUTHERN,ARREST_BOOKED,1500 Block of MISSION ST,-122.4179754,37.77375094
5/11/2015 14:49,WARRANTS,ENROUTE TO ADULT AUTHORITY,Monday,SOUTHERN,ARREST_BOOKED,1500 Block of MISSION ST,-122.4179754,37.77375094
5/11/2015 14:46,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,CENTRAL,NONE,200 Block of POST ST,-122.4060002,37.78854062
5/11/2015 14:44,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,MISSION,NONE,1000 Block of VALENCIA ST,-122.4209336,37.75570245
5/11/2015 14:33,NON-CRIMINAL,FIRE REPORT,Monday,TARAVAL,NONE,0 Block of MINERVA ST,-122.4548216,37.71568976
5/11/2015 14:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,NORTHERN,NONE,1500 Block of LAGUNA ST,-122.4280017,37.78538541
5/11/2015 14:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,NONE,700 Block of MISSION ST,-122.4039713,37.78482831
5/11/2015 14:30,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,700 Block of MISSION ST,-122.4039713,37.78482831
5/11/2015 14:30,OTHER OFFENSES,FRAUDULENT GAME OR TRICK_OBTAINING MONEY OR PROPERTY,Monday,TARAVAL,NONE,400 Block of URBANO DR,-122.4701368,37.72462842
5/11/2015 14:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,10TH ST / BRYANT ST,-122.4097388,37.7703482
5/11/2015 14:21,SEX OFFENSES FORCIBLE,CHILD ABUSE_PORNOGRAPHY,Monday,TENDERLOIN,NONE,500 Block of JONES ST,-122.4129991,37.78627746
5/11/2015 14:21,NON-CRIMINAL,SEARCH WARRANT SERVICE,Monday,TENDERLOIN,NONE,500 Block of JONES ST,-122.4129991,37.78627746
5/11/2015 14:20,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,CENTRAL,NONE,STOCKTON ST / COLUMBUS AV,-122.409017,37.79948807
5/11/2015 14:20,FRAUD,CREDIT CARD_THEFT BY USE OF,Monday,CENTRAL,NONE,STOCKTON ST / COLUMBUS AV,-122.409017,37.79948807
5/11/2015 14:20,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,SOUTHERN,NONE,MISSION ST / 4TH ST,-122.4042702,37.78447885
5/11/2015 14:15,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,NORTHERN,NONE,500 Block of POLK ST,-122.4190171,37.78193603
5/11/2015 14:10,OTHER OFFENSES,DRIVERS LICENSE_SUSPENDED OR REVOKED,Monday,SOUTHERN,ARREST_BOOKED,5TH ST / MARKET ST,-122.4080683,37.78399168
5/11/2015 14:09,NON-CRIMINAL,AIDED CASE,Monday,TARAVAL,NONE,1800 Block of VICENTE ST,-122.4856038,37.73882143
5/11/2015 14:09,SECONDARY CODES,JUVENILE INVOLVED,Monday,TARAVAL,NONE,1800 Block of VICENTE ST,-122.4856038,37.73882143
5/11/2015 14:03,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Monday,SOUTHERN,NONE,700 Block of MISSION ST,-122.40307,37.78526863
5/11/2015 14:00,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,INGLESIDE,ARREST_BOOKED,0 Block of BLYTHDALE AV,-122.4176788,37.7107673
5/11/2015 14:00,MISSING PERSON,MISSING ADULT,Monday,PARK,NONE,2100 Block of GROVE ST,-122.451993,37.77408847
5/11/2015 14:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,TARAVAL,NONE,3200 Block of 20TH AV,-122.4756475,37.72852806
5/11/2015 14:00,NON-CRIMINAL,LOST PROPERTY,Monday,TARAVAL,NONE,2200 Block of 33RD AV,-122.4908167,37.7451725
5/11/2015 14:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,TENDERLOIN,NONE,GROVE ST / LARKIN ST,-122.4165835,37.77865915
5/11/2015 13:58,NON-CRIMINAL,LOST PROPERTY,Monday,NORTHERN,NONE,0 Block of HOLLIS ST,-122.4300758,37.78314259
5/11/2015 13:56,BURGLARY,BURGLARY OF RESIDENCE_FORCIBLE ENTRY,Monday,INGLESIDE,NONE,600 Block of TERESITA BL,-122.4457196,37.73640215
5/11/2015 13:52,OTHER OFFENSES,DRIVERS LICENSE_SUSPENDED OR REVOKED,Monday,INGLESIDE,ARREST_BOOKED,LOWELL ST / HANOVER ST,-122.4448406,37.70858328
5/11/2015 13:40,OTHER OFFENSES,DRIVERS LICENSE_SUSPENDED OR REVOKED,Monday,BAYVIEW,ARREST_BOOKED,NEWHALL ST / REVERE AV,-122.3939059,37.73378954
5/11/2015 13:36,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,CENTRAL,ARREST_BOOKED,200 Block of KEARNY ST,-122.4038222,37.79007905
5/11/2015 13:30,BURGLARY,BURGLARY_HOT PROWL_ATTEMPTED FORCIBLE ENTRY,Monday,INGLESIDE,NONE,600 Block of PERALTA AV,-122.4088914,37.74178819
5/11/2015 13:30,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Monday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.4105247,37.80744512
5/11/2015 13:30,ASSAULT,THREATS AGAINST LIFE,Monday,BAYVIEW,NONE,3RD ST / REVERE AV,-122.3915229,37.73243239
5/11/2015 13:30,ASSAULT,BATTERY,Monday,BAYVIEW,NONE,3RD ST / REVERE AV,-122.3915229,37.73243239
5/11/2015 13:29,VANDALISM,MALICIOUS MISCHIEF_GRAFFITI,Monday,SOUTHERN,NONE,300 Block of 9TH ST,-122.410832,37.77321713
5/11/2015 13:25,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,RICHMOND,NONE,400 Block of 6TH AV,-122.4642799,37.7800333
5/11/2015 13:20,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,TENDERLOIN,NONE,100 Block of OFARRELL ST,-122.4072441,37.78656476
5/11/2015 13:17,OTHER OFFENSES,RESISTING ARREST,Monday,PARK,ARREST_BOOKED,MARKET ST / 17TH ST,-122.4351877,37.76267028
5/11/2015 13:17,WARRANTS,ENROUTE TO ADULT AUTHORITY,Monday,PARK,ARREST_BOOKED,MARKET ST / 17TH ST,-122.4351877,37.76267028
